Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,harvested_day,treatment,dose,genotype,molecule_subtype,chip_antibody,in-situ_treatment
SRR13764952,OTHER,75,4143503850,PRJNA704026,SAMN18028317,1661558532,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151365,GSM5100423,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:32:00Z,1,GSM5100423,iNeuron,SRP307552,day7,NT,NA,sgPOLB,EdU incorporated DNA,,
SRR13764953,OTHER,75,4228271250,PRJNA704026,SAMN18028315,1699111306,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151366,GSM5100424,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:41:00Z,1,GSM5100424,iNeuron,SRP307552,day7,NT,NA,sgControl,EdU incorporated DNA,,
SRR13764954,OTHER,75,5078265900,PRJNA704026,SAMN18028314,2035002503,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151367,GSM5100425,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:40:00Z,1,GSM5100425,iNeuron,SRP307552,day7,NT,NA,sgControl,EdU incorporated DNA,,
SRR13764955,OTHER,75,3441274050,PRJNA704026,SAMN18028313,1341662441,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151368,GSM5100426,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:21:00Z,1,GSM5100426,iNeuron,SRP307552,day7,NT,NA,sgPOLB,EdU incorporated DNA,,
SRR13764956,OTHER,75,3651995775,PRJNA704026,SAMN18028312,1422606517,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151369,GSM5100427,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:34:00Z,1,GSM5100427,iNeuron,SRP307552,day7,NT,NA,sgPOLB,EdU incorporated DNA,,
SRR13764957,OTHER,75,3414198150,PRJNA704026,SAMN18028311,1318086573,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151370,GSM5100428,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:22:00Z,1,GSM5100428,iNeuron,SRP307552,day7,24hrs APH +18hrs EdU,50 uM (for APH),sgPOLB,EdU incorporated DNA,,
SRR13764958,OTHER,75,3885258525,PRJNA704026,SAMN18028310,1499164107,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151371,GSM5100429,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:28:00Z,1,GSM5100429,iNeuron,SRP307552,day7,24hrs APH +18hrs EdU,50 uM (for APH),sgPOLB,EdU incorporated DNA,,
SRR13764959,OTHER,75,2330368500,PRJNA704026,SAMN18028309,887632645,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151372,GSM5100430,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:15:00Z,1,GSM5100430,iNeuron,SRP307552,day7,NT,NA,sgControl,EdU incorporated DNA,,
SRR13764960,OTHER,75,2615918400,PRJNA704026,SAMN18028308,993774138,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151373,GSM5100431,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:22:00Z,1,GSM5100431,iNeuron,SRP307552,day7,NT,NA,sgControl,EdU incorporated DNA,,
SRR13764961,OTHER,75,3519252075,PRJNA704026,SAMN18028307,1359723985,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151374,GSM5100432,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:24:00Z,1,GSM5100432,iNeuron,SRP307552,day7,24hrs APH +18hrs EdU,50 uM (for APH),sgControl,EdU incorporated DNA,,
SRR13764962,OTHER,75,3939928200,PRJNA704026,SAMN18028306,1530313548,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151375,GSM5100433,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:25:00Z,1,GSM5100433,iNeuron,SRP307552,day7,24hrs APH +18hrs EdU,50 uM (for APH),sgControl,EdU incorporated DNA,,
SRR13764963,OTHER,75,3122211900,PRJNA704026,SAMN18028305,1137478158,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151376,GSM5100434,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:33:00Z,1,GSM5100434,iNeuron,SRP307552,day17,Etoposide,50 uM,WT,EdU incorporated DNA,,
SRR13764964,OTHER,75,3704955675,PRJNA704026,SAMN18028304,1347779171,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151377,GSM5100435,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:23:00Z,1,GSM5100435,iNeuron,SRP307552,day17,Etoposide,50 uM,WT,EdU incorporated DNA,,
SRR13764965,OTHER,75,3290351325,PRJNA704026,SAMN18028303,1201223807,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151378,GSM5100436,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:22:00Z,1,GSM5100436,iNeuron,SRP307552,day17,NT,NA,WT,EdU incorporated DNA,,
SRR13764966,OTHER,75,3469209525,PRJNA704026,SAMN18028302,1266887785,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151379,GSM5100437,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:28:00Z,1,GSM5100437,iNeuron,SRP307552,day17,NT,NA,WT,EdU incorporated DNA,,
SRR13764967,OTHER,75,2382876750,PRJNA704026,SAMN18028301,906545158,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151380,GSM5100438,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:15:00Z,1,GSM5100438,iNeuron,SRP307552,day7,NT,NA,sgPNKP,EdU incorporated DNA,,
SRR13764968,OTHER,75,2574879000,PRJNA704026,SAMN18028300,977944972,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151381,GSM5100439,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:21:00Z,1,GSM5100439,iNeuron,SRP307552,day7,NT,NA,sgPNKP,EdU incorporated DNA,,
SRR13764969,OTHER,75,2266576500,PRJNA704026,SAMN18028299,857466632,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151382,GSM5100440,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:17:00Z,1,GSM5100440,iNeuron,SRP307552,day7,2hrs Camptothecin+18 hrs EdU,25 uM (for Camptothecin),sgPNKP,EdU incorporated DNA,,
SRR13764970,OTHER,75,2465223600,PRJNA704026,SAMN18028335,931844572,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151383,GSM5100441,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:18:00Z,1,GSM5100441,iNeuron,SRP307552,day7,2hrs Camptothecin+18 hrs EdU,25 uM (for Camptothecin),sgPNKP,EdU incorporated DNA,,
SRR13764971,OTHER,75,2587534425,PRJNA704026,SAMN18028298,981708195,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151384,GSM5100442,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:16:00Z,1,GSM5100442,iNeuron,SRP307552,day7,2hrs Camptothecin+18 hrs EdU,25 uM (for Camptothecin),sgControl,EdU incorporated DNA,,
SRR13764972,OTHER,75,2741300775,PRJNA704026,SAMN18028297,1040470101,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151385,GSM5100443,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:24:00Z,1,GSM5100443,iNeuron,SRP307552,day7,2hrs Camptothecin+18 hrs EdU,25 uM (for Camptothecin),sgControl,EdU incorporated DNA,,
SRR13764973,OTHER,75,3346358250,PRJNA704026,SAMN18028296,1253962130,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151386,GSM5100444,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:19:00Z,1,GSM5100444,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764974,OTHER,75,3037089075,PRJNA704026,SAMN18028295,1138140387,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151387,GSM5100445,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:20:00Z,1,GSM5100445,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764975,OTHER,75,2919796875,PRJNA704026,SAMN18028337,1095503782,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151388,GSM5100446,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:19:00Z,1,GSM5100446,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764976,OTHER,75,3754672275,PRJNA704026,SAMN18028336,1382108750,muscle cell differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151389,GSM5100447,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:27:00Z,1,GSM5100447,iMuscle,SRP307552,day9,NT,NA,WT,EdU incorporated DNA,,
SRR13764977,OTHER,75,4615469175,PRJNA704026,SAMN18028334,1693392582,muscle cell differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151390,GSM5100448,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:40:00Z,1,GSM5100448,iMuscle,SRP307552,day9,NT,NA,WT,EdU incorporated DNA,,
SRR13764978,OTHER,75,3366455550,PRJNA704026,SAMN18028333,1253793567,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151391,GSM5100449,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:22:00Z,1,GSM5100449,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764979,OTHER,75,3818876700,PRJNA704026,SAMN18028332,1415884822,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151392,GSM5100450,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:24:00Z,1,GSM5100450,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764980,OTHER,75,3800055000,PRJNA704026,SAMN18028331,1421320537,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151393,GSM5100451,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:31:00Z,1,GSM5100451,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764981,OTHER,75,4071258300,PRJNA704026,SAMN18028330,1520870107,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151394,GSM5100452,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:30:00Z,1,GSM5100452,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764982,OTHER,75,3470681700,PRJNA704026,SAMN18028329,1297771368,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151395,GSM5100453,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:29:00Z,1,GSM5100453,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764983,OTHER,75,4045519500,PRJNA704026,SAMN18028328,1508110702,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151396,GSM5100454,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:33:00Z,1,GSM5100454,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764984,OTHER,75,3741070575,PRJNA704026,SAMN18028327,1409248028,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151397,GSM5100455,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:30:00Z,1,GSM5100455,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764985,OTHER,75,3817776450,PRJNA704026,SAMN18028326,1434820730,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151398,GSM5100456,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:29:00Z,1,GSM5100456,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764986,OTHER,75,3302048325,PRJNA704026,SAMN18028325,1243352871,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151399,GSM5100457,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:29:00Z,1,GSM5100457,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764987,OTHER,75,4208282775,PRJNA704026,SAMN18028324,1579683066,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151400,GSM5100458,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:35:00Z,1,GSM5100458,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764988,OTHER,75,2559786975,PRJNA704026,SAMN18028323,981868766,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151401,GSM5100459,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:24:00Z,1,GSM5100459,iNeuron,SRP307552,day7,15 min. MMS,0.1mg/ml,WT,EdU incorporated DNA,,
SRR13764989,OTHER,75,2891984100,PRJNA704026,SAMN18028322,1105486743,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151402,GSM5100460,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:30:00Z,1,GSM5100460,iNeuron,SRP307552,day7,15 min. MMS,0.1mg/ml,WT,EdU incorporated DNA,,
SRR13764990,OTHER,75,2594594175,PRJNA704026,SAMN18028321,1016568488,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151403,GSM5100461,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:25:00Z,1,GSM5100461,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764991,OTHER,75,2753381100,PRJNA704026,SAMN18028320,1074957000,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151404,GSM5100462,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:34:00Z,1,GSM5100462,iNeuron,SRP307552,day7,NT,NA,WT,EdU incorporated DNA,,
SRR13764992,OTHER,75,2727952050,PRJNA704026,SAMN18028319,969760407,Abelson-transformed pre-B cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151405,GSM5100463,NextSeq 550,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:29:00Z,1,GSM5100463,Abelson-transformed pre-B cell,SRP307552,NA,DOX,3 ug/mL,WT,EdU incorporated DNA,,
SRR13764993,OTHER,75,2512496100,PRJNA704026,SAMN18028272,894516035,Abelson-transformed pre-B cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151406,GSM5100464,NextSeq 550,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:29:00Z,1,GSM5100464,Abelson-transformed pre-B cell,SRP307552,NA,NT,NA,WT,EdU incorporated DNA,,
SRR13764994,OTHER,75,3922473600,PRJNA704026,SAMN18028271,1434773204,rat cortical neurons,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151407,GSM5100465,NextSeq 550,SINGLE,other,GENOMIC,Rattus norvegicus,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:37:00Z,1,GSM5100465,Primary rat cortical neurons at embryonic day 18,SRP307552,day7 (post plating),Aphidicolin (APH) added two hours after plating,5 uM,WT,EdU incorporated DNA,,
SRR13764995,OTHER,75,3570873675,PRJNA704026,SAMN18028269,1292302994,rat cortical neurons,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151408,GSM5100466,NextSeq 550,SINGLE,other,GENOMIC,Rattus norvegicus,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:35:00Z,1,GSM5100466,Primary rat cortical neurons at embryonic day 18,SRP307552,day7 (post plating),NT,NA,WT,EdU incorporated DNA,,
SRR13764996,OTHER,75,2956209675,PRJNA704028,SAMN18028343,1104900928,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151409,GSM5100467,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:34:00Z,1,GSM5100467,iNeuron,SRP307553,day7,,,,,,
SRR13764997,OTHER,75,2537595675,PRJNA704028,SAMN18028342,953114523,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151410,GSM5100468,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:31:00Z,1,GSM5100468,iNeuron,SRP307553,day7,,,,,,
SRR13764998,OTHER,75,3119945250,PRJNA704028,SAMN18028341,1151332956,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151411,GSM5100469,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:35:00Z,1,GSM5100469,iNeuron,SRP307553,day7,,,,,,
SRR13764999,OTHER,75,2850651900,PRJNA704028,SAMN18028340,1098913601,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151412,GSM5100470,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:36:00Z,1,GSM5100470,iNeuron,SRP307553,day7,,,,,,
SRR13765000,OTHER,75,3094580925,PRJNA704028,SAMN18028339,1195596462,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151413,GSM5100471,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:36:00Z,1,GSM5100471,iNeuron,SRP307553,day7,,,,,,
SRR13765001,OTHER,75,3372126225,PRJNA704028,SAMN18028338,1268784241,neuron differentiated from iPSC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10151414,GSM5100472,NextSeq 550,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2021-03-25T00:00:00Z,2021-02-22T16:37:00Z,1,GSM5100472,iNeuron,SRP307553,day7,,,,,,
